Address,Beds,Price,Price_per_bed
"88 Park Lawn Rd, Etobicoke, ON M8Y 0B6, Canada",2,2350.0,1175.0
"355 South Park Rd, Thornhill, ON L3T 7W2, Canada",2,2300.0,1150.0
"55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",1,2300.0,2300.0
"L6A0C6, Canada",1,2400.0,2400.0
"99 McGill St, Toronto, ON M5B 1H5, Canada",1,2300.0,2300.0
"Water Walk Dr, Markham, ON L3R, Canada",2,2400.0,1200.0
"7 King St E, Toronto, ON M5C 3C5, Canada",1,2500.0,2500.0
"M5R3A3, Canada",2,1500.0,750.0
"5365 Dundas St W, Etobicoke, ON M9B 1B1, Canada",1,1800.0,1800.0
"70 Temperance St, Toronto, ON M5H 0B1, Canada",1,2200.0,2200.0
", toronto m1m4j3 ON, Canada",2,1750.0,875.0
"King St E, Toronto, ON M5A 1L4, Canada",1,1000.0,1000.0
"38 Dan Leckie Way, Toronto, ON M5V 4B2, Canada",1,2400.0,2400.0
"Queens Quay E, Toronto, ON M5A 1B4, Canada",1,4000.0,4000.0
", toronto m5b 2m3 ON, Canada",1,1600.0,1600.0
"8 York St, Toronto, ON M5J 2Y2, Canada",1,4000.0,4000.0
"21 Widmer St, Toronto, ON M5V 0B8, Canada",3,8000.0,2666.6666666666665
"1235 Bayly St, Pickering, ON L1W 1L7, Canada",1,1700.0,1700.0
"140 Kingston Rd #301, Toronto, ON M4L 1S7, Canada",1,950.0,950.0
", M5A 2V3, Toronto, ON",1,700.0,700.0
"39 Queens Quay E, Toronto, ON M5E 0A5, Canada",1,2700.0,2700.0
", Toronto M5G 1B1 ON",1,700.0,700.0
"38 Cedarland Dr, Markham, ON L6G 1E3, Canada",1,1900.0,1900.0
", M9B 1B1, Etobicoke, ON",2,2500.0,1250.0
"Dundas &amp; Shuter, M5B2R3, Toronto, ON",1,1650.0,1650.0
", Toronto M5S1H8  ON, Canada",1,1000.0,1000.0
"Maud St, Toronto, ON M5V 2M5, Canada",1,1199.0,1199.0
"M4Y1T1, Canada",1,1500.0,1500.0
"12 York St, Toronto, ON M5J 2Z2, Canada",2,3200.0,1600.0
"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada",2,3100.0,1550.0
"195 Wynford Dr, North York, ON M3C 3P3, Canada",1,300.0,300.0
"1384 Bathurst St, Toronto, ON M5R 3J1, Canada",2,2100.0,1050.0
", Toronto M5G 2R3 ON, Canada",1,1600.0,1600.0
", Toronto M5j 0B1 ON, Canada",1,1950.0,1950.0
", Mississauga L5B3Z4 ON, Canada",1,1950.0,1950.0
"55 Regent Park Blvd, M5A2B7, Toronto, ON",2,2600.0,1300.0
", TORONTO M5G 2K2 ON, Canada",1,2000.0,2000.0
"435 Richmond St West, M5V 0N3, Toronto, ON",2,3000.0,1500.0
"Maple Crossing Blvd, Burlington, ON L7S 2J3, Canada",3,2400.0,800.0
", L7S 1R7, Burlington, ON",3,3000.0,1000.0
", oakville L6M3V5 ON, Canada",1,1200.0,1200.0
"Upper Beaches, Toronto, ON, Canada, M4C 1B4",1,1800.0,1800.0
", Toronto M5B 2L7 ON, Canada",2,2200.0,1100.0
"561 Sherbourne St, Toronto, ON M4X 0A1, Canada",1,2150.0,2150.0
